education_level,field_of_study,years_experience,preferred_work_type,python_level,javascript_level,java_level,sql_level,react_level,nodejs_level,machine_learning_level,data_analysis_level,cloud_level,cybersecurity_level,statistics_level,communication_level,problem_solving_level,interest_ai,interest_web,interest_data,interest_cloud,interest_security,career
Bachelor,Information Technology,10.3,Remote,0,3,0,1,3,0,0,0,0,0,0,0,1,2,3,2,1,3,Frontend Developer
Bachelor,Information Technology,6.0,Remote,3,0,2,3,1,2,1,0,1,0,0,0,1,2,3,3,0,1,Backend Developer
Master,Information Technology,4.9,Remote,2,0,1,3,0,2,1,0,0,0,0,0,2,0,1,3,0,0,Backend Developer
Bachelor,Computer Science,0.5,Hybrid,2,0,0,0,0,0,0,0,2,2,0,1,2,1,2,1,3,1,Cloud Engineer
Bachelor,Software Engineering,1.0,Remote,0,1,1,0,3,0,1,0,0,0,0,2,2,1,3,0,2,1,Frontend Developer
Bachelor,Computer Science,5.2,Remote,2,0,0,1,0,0,0,0,3,1,0,0,3,1,2,1,3,1,Cloud Engineer
Master,Data Science,3.0,Remote,0,1,1,1,0,0,0,3,1,0,3,3,0,1,2,2,1,1,Data Analyst
Master,Electrical Engineering,2.3,Hybrid,1,0,0,2,0,0,0,0,2,1,0,0,3,0,0,1,2,2,DevOps Engineer
Bachelor,Mathematics,1.2,Remote,3,0,0,2,0,0,3,2,0,0,1,0,3,2,0,3,1,0,AI Engineer
Bachelor,Information Technology,3.5,Remote,2,1,0,1,0,0,0,0,2,2,0,0,3,1,2,2,3,2,DevOps Engineer
Bachelor,Computer Science,2.0,Remote,0,3,0,1,3,2,0,0,0,0,0,0,1,1,3,1,2,1,Full Stack Developer
Master,Information Technology,5.1,Hybrid,2,1,1,1,0,1,0,0,3,2,0,0,3,2,2,1,3,3,DevOps Engineer
Master,Other,0.7,On-site,1,2,0,0,3,0,1,0,0,0,0,1,2,2,2,2,1,1,Frontend Developer
Bachelor,Mathematics,3.9,Hybrid,1,0,1,3,0,0,0,3,0,0,3,2,1,0,0,3,1,1,Data Analyst
Bachelor,Other,3.4,Hybrid,1,0,0,1,0,1,1,1,3,2,0,0,3,2,0,1,2,3,DevOps Engineer
Master,Other,2.0,On-site,2,0,0,1,0,0,0,0,3,2,0,0,3,1,0,1,3,2,Cloud Engineer
Bachelor,Data Science,8.1,Remote,3,0,1,3,0,1,0,3,0,0,2,2,0,2,2,3,0,3,Data Analyst
Master,Electrical Engineering,0.1,On-site,2,0,0,0,0,0,0,0,0,3,1,3,2,1,0,0,0,3,Cybersecurity Analyst
Bachelor,Software Engineering,7.0,Remote,1,3,0,3,2,3,1,1,0,0,1,1,2,0,3,0,0,1,Full Stack Developer
Bachelor,Information Technology,0.5,Hybrid,1,0,2,2,0,0,0,0,0,2,0,3,2,1,0,0,2,3,Cybersecurity Analyst
Intermediate/High School,Mathematics,1.7,Remote,3,0,0,0,0,0,3,3,0,0,2,0,3,3,0,3,1,2,AI Engineer
Intermediate/High School,Software Engineering,3.9,Remote,3,0,0,1,0,0,3,3,0,0,2,1,3,3,2,3,0,0,AI Engineer
Master,Information Technology,4.6,Hybrid,2,0,0,0,0,0,0,0,3,0,0,0,3,0,2,1,3,2,Cloud Engineer
Bachelor,Data Science,0.8,Hybrid,3,1,0,2,0,0,2,3,0,0,3,1,0,0,0,2,2,1,Data Scientist
Master,Other,1.2,Hybrid,0,3,0,1,3,0,0,0,1,0,1,2,2,2,3,2,1,2,Frontend Developer
PhD,Other,0.3,On-site,0,3,0,0,3,1,0,0,0,0,0,2,2,1,3,2,0,1,Frontend Developer
Bachelor,Information Technology,0.1,Remote,3,0,1,2,0,1,0,0,3,2,0,0,0,0,2,0,3,2,Cloud Engineer
Bachelor,Other,0.3,On-site,1,1,0,2,1,0,0,0,0,3,0,2,3,1,1,1,1,3,Cybersecurity Analyst
Bachelor,Other,1.0,Hybrid,2,0,0,1,0,0,3,1,0,0,1,0,3,3,0,2,3,1,AI Engineer
Bachelor,Computer Science,0.2,Remote,1,0,2,3,0,3,1,0,0,1,0,0,2,1,3,3,0,0,Backend Developer
Bachelor,Other,0.8,Hybrid,2,0,1,2,1,2,1,0,0,0,0,1,2,1,2,3,0,1,Backend Developer
Master,Information Technology,1.3,Remote,3,1,1,1,1,0,1,0,3,3,0,0,3,1,3,0,3,3,DevOps Engineer
Bachelor,Data Science,4.3,Remote,3,1,1,3,0,0,2,3,1,0,3,3,0,3,1,2,0,0,Data Scientist
Master,Other,0.1,Hybrid,3,0,1,2,1,1,1,3,0,0,2,3,0,2,1,2,1,1,Data Scientist
Bachelor,Electrical Engineering,0.9,On-site,2,1,0,2,0,0,0,1,0,3,0,3,3,0,1,1,0,3,Cybersecurity Analyst
Bachelor,Computer Science,1.2,Hybrid,2,0,0,0,1,0,0,0,2,3,1,0,3,1,2,0,3,3,DevOps Engineer
PhD,Information Technology,3.2,On-site,0,3,0,0,3,1,0,1,1,0,0,1,2,1,1,2,0,0,Frontend Developer
Bachelor,Data Science,3.5,On-site,3,0,0,1,1,1,3,2,0,0,2,0,3,2,0,3,1,1,AI Engineer
Master,Software Engineering,3.1,Remote,3,1,1,1,0,1,3,1,0,0,3,1,3,3,1,2,1,1,AI Engineer
Master,Other,4.1,On-site,1,0,1,3,0,0,3,3,1,0,3,0,1,3,1,3,0,3,Machine Learning Engineer
Bachelor,Computer Science,0.1,Remote,0,3,0,0,3,0,0,0,0,1,1,2,2,2,3,1,1,2,Frontend Developer
Intermediate/High School,Data Science,3.2,Hybrid,3,1,0,0,0,0,3,0,1,0,2,1,3,2,1,3,2,1,AI Engineer
Bachelor,Electrical Engineering,7.0,Remote,3,0,0,2,0,0,0,0,3,0,0,1,3,1,1,2,2,2,Cloud Engineer
Master,Computer Science,2.5,Remote,2,1,0,1,1,0,0,0,3,2,1,1,3,0,1,2,2,3,DevOps Engineer
Bachelor,Computer Science,2.6,Remote,0,1,0,0,3,0,0,1,2,1,1,3,3,1,2,3,0,0,Frontend Developer
Intermediate/High School,Software Engineering,1.2,Remote,0,3,1,0,3,0,0,0,0,1,0,1,1,0,3,2,0,0,Frontend Developer
Master,Other,2.4,Hybrid,3,1,0,1,1,0,3,2,0,0,3,1,3,3,2,2,0,2,AI Engineer
Bachelor,Computer Science,0.1,Remote,1,2,1,2,1,2,1,0,1,0,0,0,2,0,3,1,1,1,Full Stack Developer
Bachelor,Electrical Engineering,1.3,Hybrid,2,0,0,3,1,0,0,0,3,2,0,0,2,1,1,0,2,2,Cloud Engineer
Bachelor,Computer Science,3.7,Hybrid,0,3,0,3,3,2,0,1,0,1,0,0,2,0,3,1,0,1,Full Stack Developer
Bachelor,Computer Science,3.0,Remote,3,0,1,2,0,0,3,3,0,0,3,2,0,3,0,3,0,0,Data Scientist
Bachelor,Electrical Engineering,0.3,Remote,2,0,0,0,0,0,0,0,2,2,0,0,3,3,1,0,3,3,DevOps Engineer
Bachelor,Mathematics,2.6,Remote,3,0,0,2,0,0,3,2,1,1,3,0,1,2,1,3,0,1,Machine Learning Engineer
PhD,Information Technology,2.1,Remote,2,1,3,2,0,3,0,0,0,1,1,0,2,1,3,3,1,1,Backend Developer
Bachelor,Computer Science,3.9,Hybrid,0,3,1,3,3,3,1,0,1,1,0,0,3,1,3,1,1,2,Full Stack Developer
Master,Other,0.0,Remote,3,0,1,1,0,0,0,0,3,1,0,0,1,1,1,0,2,2,Cloud Engineer
Master,Software Engineering,2.6,Remote,0,3,0,1,2,3,0,0,1,0,0,1,1,3,3,1,1,3,Full Stack Developer
Master,Computer Science,0.2,On-site,1,0,0,0,0,1,0,0,2,3,0,0,3,1,0,0,2,2,DevOps Engineer
Bachelor,Computer Science,4.2,Remote,2,1,1,2,1,0,0,1,3,2,0,0,3,3,2,1,3,2,Cloud Engineer
PhD,Computer Science,5.2,Hybrid,3,0,0,3,0,0,2,3,1,0,3,2,0,3,3,1,1,1,Data Scientist
Master,Computer Science,2.6,Remote,1,0,0,2,0,0,3,2,3,0,3,1,3,1,2,3,2,0,Machine Learning Engineer
Intermediate/High School,Electrical Engineering,4.9,Hybrid,3,0,0,2,1,0,1,0,3,2,0,0,2,1,0,1,3,1,Cloud Engineer
Bachelor,Information Technology,1.5,Hybrid,0,0,0,1,0,0,0,0,0,3,0,1,3,2,1,3,1,3,Cybersecurity Analyst
PhD,Data Science,2.5,Remote,3,0,0,3,1,0,3,1,2,0,0,1,2,2,3,3,1,1,Machine Learning Engineer
Master,Electrical Engineering,1.2,On-site,2,0,1,1,0,0,0,0,3,1,0,0,3,2,2,0,3,2,DevOps Engineer
Intermediate/High School,Computer Science,4.1,Hybrid,2,0,3,3,0,2,0,0,0,0,0,0,3,0,3,3,0,2,Backend Developer
Master,Computer Science,1.1,Remote,3,0,3,3,0,2,0,0,0,0,0,0,1,0,2,3,1,2,Backend Developer
Bachelor,Mathematics,1.6,On-site,3,0,0,1,0,0,3,2,0,0,3,1,3,3,1,3,2,0,AI Engineer
Master,Electrical Engineering,2.3,On-site,0,0,0,2,0,0,0,0,0,2,0,3,2,0,0,1,3,3,Cybersecurity Analyst
Master,Other,2.3,Hybrid,2,1,0,2,1,0,2,2,0,0,3,3,0,2,2,2,0,0,Data Scientist
Bachelor,Electrical Engineering,0.3,Remote,2,0,0,2,1,0,1,0,0,2,1,2,3,2,2,1,0,2,Cybersecurity Analyst
Bachelor,Information Technology,0.5,On-site,1,0,0,3,0,0,0,0,0,3,1,3,2,0,2,1,0,2,Cybersecurity Analyst
Bachelor,Computer Science,0.6,Remote,3,0,1,3,0,0,2,3,1,0,3,3,0,3,0,1,3,1,Data Scientist
Bachelor,Mathematics,1.0,Remote,0,1,0,3,1,0,0,3,0,1,3,2,0,1,0,3,2,1,Data Analyst
Intermediate/High School,Computer Science,0.8,Remote,2,1,0,0,1,0,0,0,2,1,0,0,2,0,3,1,3,2,Cloud Engineer
Bachelor,Computer Science,0.6,Hybrid,3,0,1,2,0,0,1,3,0,0,3,1,0,3,1,3,1,1,Data Scientist
Bachelor,Other,1.0,Remote,2,0,0,2,0,0,0,0,3,1,1,0,3,0,1,1,3,1,Cloud Engineer
Bachelor,Other,0.3,Remote,0,0,0,2,0,0,0,0,0,3,0,3,3,1,2,1,1,1,Cybersecurity Analyst
Bachelor,Software Engineering,3.5,Remote,0,3,0,3,3,3,0,0,0,1,1,0,1,2,3,3,2,2,Full Stack Developer
Bachelor,Mathematics,2.7,Hybrid,3,0,0,2,0,1,2,2,0,0,3,2,0,2,0,0,1,3,Data Scientist
Master,Electrical Engineering,0.9,Hybrid,1,1,0,1,0,0,0,0,0,3,0,2,3,2,0,1,0,3,Cybersecurity Analyst
Master,Computer Science,5.8,Remote,2,0,0,0,0,0,1,0,3,2,0,1,3,0,0,2,3,2,DevOps Engineer
Intermediate/High School,Computer Science,0.8,On-site,1,0,0,1,0,1,0,2,2,3,1,0,2,1,1,0,3,1,Cloud Engineer
Intermediate/High School,Computer Science,1.9,On-site,0,3,0,1,3,0,1,1,0,0,2,3,2,0,3,0,2,0,Frontend Developer
Master,Software Engineering,2.3,On-site,3,0,0,1,0,1,3,2,0,0,1,1,3,2,2,3,2,2,AI Engineer
Bachelor,Computer Science,1.3,On-site,1,0,0,2,0,0,2,0,2,0,0,0,2,0,2,2,3,2,Cloud Engineer
Bachelor,Electrical Engineering,0.0,On-site,3,0,0,0,0,0,1,0,3,2,0,0,2,0,0,1,2,1,Cloud Engineer
Bachelor,Software Engineering,0.5,On-site,3,0,3,3,0,2,1,1,0,0,1,0,1,2,3,3,1,2,Backend Developer
Bachelor,Other,4.1,On-site,2,0,0,1,0,0,3,1,3,0,1,0,2,2,1,1,0,0,Machine Learning Engineer
Bachelor,Other,1.1,On-site,2,0,0,0,0,1,0,0,1,1,0,0,2,0,0,1,2,0,Cloud Engineer
Master,Information Technology,9.4,Hybrid,0,3,1,3,1,2,1,0,0,0,0,1,2,1,2,0,2,1,Full Stack Developer
Bachelor,Information Technology,1.1,Remote,1,0,0,2,1,0,0,0,3,1,0,0,3,0,2,2,3,1,Cloud Engineer
Master,Data Science,0.7,Remote,3,0,1,3,0,0,2,3,1,0,2,1,0,2,2,3,1,2,Data Scientist
Bachelor,Information Technology,5.2,Remote,2,1,1,2,0,0,0,2,0,3,0,3,2,2,0,2,1,1,Cybersecurity Analyst
Bachelor,Software Engineering,0.3,Hybrid,2,0,1,3,0,2,0,1,0,1,0,0,0,2,2,3,3,0,Backend Developer
Bachelor,Data Science,1.3,Hybrid,2,0,0,2,0,0,2,3,0,1,1,2,0,3,0,3,1,2,Data Scientist
Intermediate/High School,Computer Science,0.1,On-site,3,0,3,2,0,2,1,0,0,0,0,0,1,1,3,3,1,0,Backend Developer
Master,Other,11.4,Remote,3,0,1,2,0,0,3,2,0,0,2,0,3,3,0,2,1,0,AI Engineer
PhD,Computer Science,1.5,On-site,0,3,0,0,3,0,0,1,0,0,0,2,2,1,3,1,1,0,Frontend Developer
Master,Information Technology,0.5,On-site,0,3,0,2,3,1,0,1,0,0,1,3,1,2,3,2,1,2,Frontend Developer
Master,Other,3.4,Remote,3,0,0,1,0,0,2,2,0,0,3,1,0,3,0,3,2,1,Data Scientist
Intermediate/High School,Computer Science,0.4,Remote,3,0,1,1,2,0,3,2,0,1,2,1,3,3,0,3,1,0,AI Engineer
Bachelor,Other,1.3,Remote,1,0,1,3,0,1,0,3,0,0,3,2,0,1,0,3,2,2,Data Analyst
Bachelor,Information Technology,0.7,Hybrid,2,1,1,3,0,2,0,0,0,0,0,1,2,0,3,3,1,1,Backend Developer
Bachelor,Other,3.7,Hybrid,1,0,0,2,0,0,0,0,2,2,0,3,3,1,1,2,1,3,Cybersecurity Analyst
Bachelor,Software Engineering,13.2,Remote,0,3,0,2,3,3,1,0,0,1,1,0,2,1,3,2,1,3,Full Stack Developer
Bachelor,Computer Science,2.7,On-site,3,0,0,0,0,0,3,3,0,0,1,1,2,3,2,3,0,1,AI Engineer
Bachelor,Information Technology,9.6,Remote,1,0,1,2,0,2,0,0,2,3,0,0,3,0,1,2,3,3,DevOps Engineer
Master,Information Technology,0.3,Hybrid,0,2,0,2,3,2,1,0,0,0,1,0,1,1,2,0,3,1,Full Stack Developer
Bachelor,Electrical Engineering,3.0,Remote,2,0,0,1,1,0,0,0,0,3,0,3,3,1,1,1,1,3,Cybersecurity Analyst
Intermediate/High School,Computer Science,1.9,On-site,3,1,0,2,0,0,3,3,2,0,2,1,1,3,1,2,0,1,Machine Learning Engineer
Bachelor,Data Science,0.9,Hybrid,3,0,0,2,0,1,3,2,3,1,3,1,2,3,2,3,1,3,Machine Learning Engineer
Bachelor,Other,2.0,Hybrid,2,0,0,3,0,1,0,3,0,0,1,0,1,1,2,3,2,1,Data Analyst
Intermediate/High School,Data Science,5.7,Hybrid,3,0,0,2,0,1,3,1,2,0,3,1,3,3,2,3,2,1,Machine Learning Engineer
Bachelor,Mathematics,1.7,On-site,2,0,1,1,1,0,2,2,0,0,3,0,2,2,1,3,2,2,AI Engineer
Bachelor,Information Technology,1.6,Remote,0,3,0,0,2,0,1,1,0,1,0,3,0,0,3,0,1,0,Frontend Developer
Master,Data Science,0.6,On-site,2,0,0,1,0,1,3,2,0,0,1,0,1,3,0,3,0,1,AI Engineer
Bachelor,Software Engineering,13.1,On-site,3,0,2,3,1,3,0,0,2,1,1,0,2,1,2,2,2,1,Backend Developer
Bachelor,Other,1.5,Remote,1,0,0,3,0,0,1,3,0,0,3,2,0,1,0,2,0,2,Data Analyst
Bachelor,Other,2.7,Remote,3,0,1,2,0,0,3,2,3,0,2,0,2,3,2,3,2,2,Machine Learning Engineer
Bachelor,Software Engineering,0.6,On-site,3,0,2,3,0,2,0,0,0,0,0,0,1,3,3,2,2,2,Backend Developer
Bachelor,Information Technology,2.2,Remote,3,0,0,0,0,0,0,1,2,1,0,1,3,2,0,2,2,2,DevOps Engineer
Master,Information Technology,1.9,On-site,2,0,0,0,0,0,0,0,2,3,0,0,3,2,1,1,2,3,DevOps Engineer
Bachelor,Mathematics,1.1,Hybrid,0,0,1,3,0,0,0,3,0,0,2,1,0,2,1,3,2,1,Data Analyst
Bachelor,Electrical Engineering,3.2,Remote,3,0,0,2,0,1,1,0,3,2,0,0,3,0,2,2,3,3,DevOps Engineer
Intermediate/High School,Information Technology,7.2,Remote,2,1,0,1,0,0,0,0,2,2,1,0,3,3,0,1,2,2,Cloud Engineer
Bachelor,Software Engineering,3.7,On-site,0,3,0,0,3,0,0,0,0,0,0,2,2,2,2,3,0,0,Frontend Developer
Master,Other,0.2,Hybrid,3,0,1,1,1,0,0,0,3,2,0,0,2,0,1,1,3,3,DevOps Engineer
Bachelor,Computer Science,4.7,Remote,2,1,2,2,1,3,0,0,0,0,0,1,3,0,3,3,0,0,Backend Developer
Bachelor,Computer Science,0.0,On-site,3,0,0,2,0,1,3,1,3,0,1,1,3,3,2,3,2,2,Machine Learning Engineer
Bachelor,Software Engineering,0.5,Remote,0,3,0,0,2,0,1,0,0,1,0,3,1,0,3,1,1,1,Frontend Developer
Bachelor,Electrical Engineering,0.0,Remote,1,0,1,0,1,0,0,0,2,2,0,0,1,0,0,1,2,3,DevOps Engineer
Master,Business/Commerce,2.4,Hybrid,1,1,0,2,1,0,0,3,0,0,1,1,0,2,0,3,2,0,Data Analyst
Bachelor,Electrical Engineering,5.8,On-site,2,1,1,1,1,0,1,0,3,2,0,0,3,0,3,0,3,3,DevOps Engineer
Master,Mathematics,1.1,Remote,2,0,0,1,1,0,2,3,0,0,3,2,1,3,2,1,1,1,Data Scientist
Master,Mathematics,4.6,Remote,3,0,0,2,1,0,3,2,0,1,2,0,3,3,2,3,0,1,AI Engineer
Master,Mathematics,4.3,Hybrid,1,0,0,3,0,0,1,3,1,1,3,1,0,2,1,3,0,3,Data Analyst
Bachelor,Other,1.2,Remote,2,0,1,0,0,0,1,0,3,3,0,0,3,0,0,0,3,2,DevOps Engineer
Intermediate/High School,Computer Science,8.3,Hybrid,1,3,0,0,3,0,0,1,1,0,0,2,2,1,3,0,1,1,Frontend Developer
Master,Electrical Engineering,2.5,On-site,2,0,0,2,0,1,0,0,3,2,0,0,2,1,0,0,3,0,Cloud Engineer
Bachelor,Computer Science,4.6,On-site,3,0,3,3,1,2,2,0,1,1,0,1,2,1,2,3,1,2,Backend Developer
Bachelor,Computer Science,1.1,Hybrid,1,0,1,1,0,0,0,1,0,3,1,1,3,1,0,1,2,3,Cybersecurity Analyst
Master,Software Engineering,0.4,On-site,0,2,0,0,3,0,0,0,0,0,0,2,1,1,3,0,0,1,Frontend Developer
Intermediate/High School,Computer Science,0.1,Remote,3,0,0,0,2,0,0,1,2,1,0,0,3,1,2,1,3,0,Cloud Engineer
PhD,Electrical Engineering,1.5,On-site,2,0,1,3,1,0,0,0,3,3,0,1,3,0,2,0,3,2,DevOps Engineer
Bachelor,Information Technology,1.6,Remote,1,0,0,0,0,1,0,0,3,0,1,0,3,2,2,2,3,0,Cloud Engineer
Bachelor,Mathematics,0.5,Remote,0,0,0,3,0,1,0,3,0,1,3,2,0,0,2,3,1,0,Data Analyst
Bachelor,Mathematics,1.0,Hybrid,2,0,0,3,0,0,0,2,0,0,3,3,0,1,1,3,1,1,Data Analyst
Master,Computer Science,2.0,Remote,0,3,1,1,3,0,0,0,0,1,0,2,0,1,2,1,0,1,Frontend Developer
Bachelor,Data Science,1.1,On-site,3,0,0,1,0,0,3,2,2,1,2,1,1,3,2,3,2,0,Machine Learning Engineer
Intermediate/High School,Data Science,2.5,Remote,3,0,0,2,0,0,1,3,0,0,3,3,0,3,1,3,0,1,Data Scientist
Bachelor,Information Technology,1.1,Hybrid,3,0,2,2,0,1,1,1,1,0,0,0,1,0,3,3,0,2,Backend Developer
Bachelor,Software Engineering,1.1,Remote,1,1,2,3,0,2,0,1,0,1,0,1,2,2,3,3,1,3,Backend Developer
Bachelor,Data Science,1.9,On-site,1,0,0,2,0,0,0,3,0,0,1,1,0,1,2,3,1,3,Data Analyst
Bachelor,Information Technology,2.8,Remote,0,2,0,0,3,0,0,0,1,1,0,2,1,0,2,0,2,0,Frontend Developer
Bachelor,Information Technology,0.5,Remote,1,0,0,3,0,1,0,0,0,3,1,2,2,2,1,1,1,3,Cybersecurity Analyst
Bachelor,Computer Science,1.0,Hybrid,0,3,0,3,2,3,0,0,0,0,0,0,1,3,3,0,0,2,Full Stack Developer
Master,Software Engineering,2.2,Remote,1,2,0,0,3,0,1,0,0,1,0,2,1,1,3,0,0,1,Frontend Developer
Intermediate/High School,Software Engineering,5.8,On-site,3,0,1,3,0,3,0,0,0,0,0,1,3,1,3,3,0,3,Backend Developer
Bachelor,Software Engineering,0.5,Hybrid,3,0,2,2,0,1,0,0,0,0,0,0,3,2,2,2,0,0,Backend Developer
Bachelor,Computer Science,1.1,On-site,2,0,2,3,0,1,0,1,0,1,0,0,2,1,3,3,0,1,Backend Developer
Bachelor,Electrical Engineering,3.0,Remote,3,1,1,0,1,0,1,0,3,1,0,0,0,3,0,0,3,0,Cloud Engineer
Master,Other,4.6,Hybrid,3,0,3,2,0,3,0,0,0,0,0,0,3,2,3,3,0,2,Backend Developer
Bachelor,Computer Science,0.0,Remote,1,0,0,2,1,0,0,1,3,1,0,0,3,1,0,2,2,1,DevOps Engineer
Bachelor,Software Engineering,1.9,Hybrid,2,1,3,3,0,3,1,0,0,0,0,0,2,1,3,3,0,0,Backend Developer
Bachelor,Electrical Engineering,1.5,On-site,3,0,0,0,0,0,0,0,3,2,0,0,2,1,1,2,2,0,Cloud Engineer
Bachelor,Computer Science,4.7,Remote,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,1,2,Cloud Engineer
Master,Computer Science,3.1,On-site,2,0,1,1,0,0,0,0,3,3,0,1,3,1,0,2,2,3,DevOps Engineer
Bachelor,Computer Science,2.2,On-site,0,3,0,3,3,2,0,0,1,0,0,0,2,2,3,2,1,3,Full Stack Developer
Bachelor,Mathematics,5.8,Hybrid,2,0,0,3,0,0,0,3,1,0,2,2,1,0,1,3,1,1,Data Analyst
Master,Information Technology,0.1,Remote,1,0,0,0,0,0,0,0,2,2,0,0,3,2,1,1,2,1,DevOps Engineer
Master,Information Technology,0.5,Remote,2,0,0,1,0,0,0,0,0,3,1,3,3,2,1,1,1,3,Cybersecurity Analyst
Intermediate/High School,Electrical Engineering,0.5,On-site,2,0,0,1,0,0,0,0,2,1,0,0,3,0,0,1,1,3,DevOps Engineer
PhD,Software Engineering,0.5,Remote,0,3,0,1,3,0,0,0,0,0,0,3,2,1,3,2,2,1,Frontend Developer
Master,Computer Science,0.8,On-site,0,3,0,3,2,3,0,0,0,0,1,0,2,0,3,1,2,0,Full Stack Developer
Master,Computer Science,5.7,Remote,3,0,0,2,1,0,2,3,0,0,3,3,0,3,3,3,2,0,Data Scientist
Bachelor,Electrical Engineering,0.8,Remote,2,0,0,1,0,0,1,0,3,2,0,0,3,1,1,1,2,3,DevOps Engineer
Bachelor,Information Technology,4.1,Remote,2,0,0,2,0,1,1,0,3,1,0,0,1,2,2,0,3,3,DevOps Engineer
Bachelor,Information Technology,0.1,Remote,1,0,0,3,0,1,0,0,0,3,0,1,2,1,0,2,0,3,Cybersecurity Analyst
Bachelor,Mathematics,0.0,Hybrid,3,0,0,0,0,0,3,2,0,0,3,1,2,1,2,3,0,0,AI Engineer
Intermediate/High School,Information Technology,3.1,Remote,0,3,0,3,3,2,1,0,0,1,0,0,2,2,3,2,2,1,Full Stack Developer
Intermediate/High School,Computer Science,1.1,Remote,3,0,0,1,0,0,1,3,0,0,3,3,0,3,1,3,0,1,Data Scientist
Bachelor,Mathematics,2.5,Hybrid,2,0,1,2,0,0,0,2,0,0,1,1,0,1,1,3,1,2,Data Analyst
Bachelor,Other,4.0,Remote,1,0,2,3,0,3,1,1,0,0,0,0,1,2,3,3,1,0,Backend Developer
Master,Information Technology,1.7,Hybrid,2,0,1,2,1,0,0,0,0,3,0,1,3,0,2,2,2,3,Cybersecurity Analyst
Intermediate/High School,Other,6.1,On-site,0,3,1,1,3,2,0,1,0,1,0,0,2,1,2,1,2,0,Full Stack Developer
Bachelor,Data Science,2.6,Hybrid,3,0,0,0,0,0,3,3,0,0,2,0,3,3,1,3,0,1,AI Engineer
Master,Mathematics,11.8,Hybrid,3,0,0,2,1,0,3,2,2,0,2,0,2,3,2,3,1,2,Machine Learning Engineer
Intermediate/High School,Mathematics,0.2,Remote,0,0,1,2,1,1,0,3,1,0,0,3,0,1,1,2,1,2,Data Analyst
Master,Computer Science,2.6,Remote,3,0,1,3,0,0,3,2,2,1,3,1,1,3,0,3,1,1,Machine Learning Engineer
Bachelor,Other,1.3,Hybrid,2,0,0,0,0,0,1,1,3,1,0,1,2,2,0,2,2,0,Cloud Engineer
Bachelor,Computer Science,1.3,Remote,0,3,0,1,3,1,0,0,0,0,0,1,3,0,3,0,0,2,Full Stack Developer
Intermediate/High School,Computer Science,5.1,Hybrid,2,0,3,3,1,3,0,0,1,1,0,0,3,0,3,3,1,0,Backend Developer
Master,Software Engineering,0.3,Remote,0,3,0,1,3,2,0,0,0,1,0,1,1,1,3,0,2,2,Full Stack Developer
Bachelor,Computer Science,1.5,On-site,1,0,0,0,0,0,0,0,3,1,0,0,2,1,1,1,3,3,DevOps Engineer
Master,Computer Science,3.3,Remote,0,1,0,2,1,0,0,0,0,3,1,3,3,0,1,0,1,2,Cybersecurity Analyst
Bachelor,Data Science,2.8,Hybrid,1,0,0,3,0,0,0,3,0,0,2,2,0,2,1,3,2,2,Data Analyst
Bachelor,Computer Science,0.6,Hybrid,2,0,0,1,0,1,0,0,3,3,0,0,3,0,1,0,3,3,DevOps Engineer
Bachelor,Data Science,1.6,Hybrid,3,0,1,2,1,1,1,3,0,2,2,3,0,2,1,3,0,1,Data Scientist
Bachelor,Data Science,3.6,Hybrid,1,0,0,3,1,1,0,3,1,0,2,3,0,1,1,2,1,0,Data Analyst
Bachelor,Information Technology,0.3,Hybrid,3,0,0,1,0,0,1,0,0,3,1,2,3,2,1,3,1,3,Cybersecurity Analyst
Master,Computer Science,1.3,Remote,3,0,0,0,1,0,3,1,0,0,2,0,3,2,0,3,1,0,AI Engineer
Bachelor,Information Technology,9.0,Hybrid,1,0,0,2,0,0,0,0,2,1,0,0,2,1,0,1,2,0,Cloud Engineer
Bachelor,Other,3.4,Hybrid,1,0,0,3,0,1,0,0,1,3,0,3,3,1,0,0,2,3,Cybersecurity Analyst
Bachelor,Computer Science,4.5,Remote,3,0,1,2,0,0,2,3,1,0,2,0,1,3,2,2,0,1,Machine Learning Engineer
Master,Computer Science,4.4,Remote,3,1,0,3,0,0,3,3,2,0,3,0,2,3,1,1,0,1,Machine Learning Engineer
Bachelor,Electrical Engineering,7.4,Hybrid,1,1,0,2,1,0,0,0,3,2,0,0,2,0,1,1,2,3,DevOps Engineer
Bachelor,Data Science,2.4,Hybrid,3,1,0,1,0,0,2,1,2,0,2,0,2,3,1,3,1,2,Machine Learning Engineer
Intermediate/High School,Other,0.0,On-site,2,1,1,3,0,1,1,0,0,0,0,0,2,1,2,3,0,0,Backend Developer
Bachelor,Software Engineering,1.2,Remote,0,3,0,1,3,0,1,0,0,0,1,2,1,0,3,1,0,0,Frontend Developer
Intermediate/High School,Computer Science,0.4,Hybrid,1,1,3,2,0,1,0,0,0,0,1,0,1,1,3,3,1,1,Backend Developer
Bachelor,Computer Science,1.1,Hybrid,2,1,1,1,0,0,0,0,3,1,1,0,3,1,1,1,2,2,Cloud Engineer
Bachelor,Computer Science,5.4,Hybrid,0,1,0,0,2,0,0,0,0,1,0,3,2,1,2,2,1,0,Frontend Developer
Master,Computer Science,2.4,Remote,2,0,3,3,0,2,0,0,1,1,0,0,2,0,2,3,3,2,Backend Developer
